gene	expr	reptime	hic
UGT2A1	19584	1065	-8
UGT2A2	19584	1065	-8
UGT2A3	NaN	NaN	NaN
UGT2B10	99797	764	14
UGT2B11	18988	929	1
UGT2B15	106841	NaN	-2
UGT2B17	107080	748	-5
UGT2B28	21304	997	-3
UGT2B4	18715	1044	-22
UGT2B7	21319	782	12
UGT3A1	155890	614	-4
UGT3A2	173490	614	-9
UGT8	32108	966	2
UHMK1	334603	248	3
UHRF1	789691	248	32
UHRF1BP1	1047481	242	24
UHRF1BP1L	184820	559	7
UHRF2	251045	431	23
UIMC1	1162907	218	47
ULBP1	423805	245	34
ULBP2	423805	245	34
ULBP3	402308	382	51
ULK1	374096	180	23
ULK2	553377	220	-11
ULK3	764533	195	46
ULK4	310078	648	15
UMOD	243266	848	-5
UMODL1	220293	430	68
UMPS	307759	254	36
UNC119	1517567	225	24
UNC119B	1741363	349	42
UNC13A	1029781	246	37
UNC13B	1081701	432	37
UNC13C	17740	1075	-30
UNC13D	1727802	178	35
UNC45A	833957	291	42
UNC45B	634684	498	20
UNC50	260302	696	39
UNC5A	1056724	222	44
UNC5B	608276	559	34
UNC5C	25813	910	-12
UNC5CL	134733	565	32
UNC5D	34554	1152	-45
UNC93A	254009	704	1
UNC93B1	1357582	356	31
UNCX	748119	384	40
UNG	595266	487	20
UNK	1806586	178	31
UNKL	1211641	215	40
UPB1	546252	171	51
UPF1	1302747	189	27
UPF2	353958	125	28
UPF3A	612511	283	46
UPF3B	762240	NaN	61
UPK1A	1162794	390	27
UPK1B	222933	588	-0
UPK2	1457410	180	55
UPK3A	439942	277	32
UPK3B	882992	220	56
UPP1	108417	409	26
UPP2	115042	838	-4
UPRT	145779	NaN	-5
UQCC	1308738	170	50
UQCR10	848649	195	37
UQCR11	2259505	213	33
UQCRB	217849	671	12
UQCRC1	1386275	212	37
UQCRC2	646330	424	43
UQCRFS1	158775	892	-73
UQCRH	690472	205	31
UQCRHL	821457	174	37
UQCRQ	686574	200	66
URB2	299238	340	15
URGCP	872910	239	44
URM1	1928973	188	64
UROC1	289633	508	52
UROD	939872	310	20
UROS	211688	280	-5
USE1	865138	212	38
USF1	689033	250	23
USF2	767246	472	7
USH1C	442495	619	12
USH1G	1045089	223	25
USH2A	82180	967	-25
USHBP1	865138	212	38
USMG5	545643	147	45
USO1	482408	363	51
USP1	239359	394	5
USP10	494151	258	31
USP11	807577	NaN	47
USP12	283040	221	52
USP13	361278	589	12
USP14	527535	689	-11
USP15	239150	456	-26
USP16	316514	178	57
USP17L2	475312	625	3
USP18	521791	289	11
USP19	1898051	203	36
USP2	1054477	263	40
USP20	552898	184	42
USP21	728669	234	37
USP22	431615	382	-19
USP24	447636	230	9
USP25	74958	477	30
USP26	88462	NaN	12
USP28	169458	534	10
USP29	311003	924	-64
USP3	617922	178	42
USP30	592814	487	20
USP31	576886	701	22
USP32	913326	361	6
USP33	432858	192	2
USP34	841742	471	34
USP35	549791	208	26
USP36	854363	214	27
USP37	841802	168	42
USP38	182738	678	3
USP39	1158965	170	43
USP4	1661046	201	34
USP40	351003	307	35
USP42	1663156	229	43
USP43	78043	204	-50
USP44	442533	328	13
USP45	256853	638	15
USP46	115480	870	12
USP47	327690	317	17
USP48	510117	181	30
USP49	429516	341	40
USP5	2822601	232	32
USP50	325027	203	27
USP51	92250	NaN	8
USP53	227905	753	2
USP54	1072614	150	40
USP6	1391000	384	20
USP6NL	300268	388	22
USP7	401069	159	12
USP8	325514	203	30
USP9X	734477	NaN	38
USP9Y	0	0	0
USPL1	373046	369	63
UST	169694	476	8
UTP11L	445132	232	42
UTP14A	379883	NaN	35
UTP14C	385945	461	41
UTP15	403014	289	42
UTP18	758183	431	-15
UTP20	261840	760	-5
UTP23	483166	504	23
UTP3	262444	609	19
UTP6	705344	300	21
UTRN	183454	750	11
UTS2	375594	415	23
UTS2D	112669	773	9
UTS2R	2598845	179	36
UTY	0	0	0
UVRAG	520479	503	32
UXS1	125109	844	2
UXT	770573	NaN	45
VAC14	857297	299	26
VAMP1	2702142	198	50
VAMP2	1381225	202	37
VAMP3	364696	422	22
VAMP4	415434	718	3
VAMP5	1158965	170	43
VAMP7	NaN	NaN	NaN
VAMP8	1158965	170	43
VANGL1	71378	604	7
VANGL2	987855	526	28
VAPA	405142	172	42
VAPB	962331	385	24
VARS	2509866	183	32
VARS2	2223866	223	25
VASH1	308800	471	39
VASH2	315884	412	12
VASN	754886	161	41
VASP	1107927	194	44
VAT1	1507064	201	26
VAT1L	44717	1259	-28
VAV1	739481	272	31
VAV2	674833	504	29
VAV3	132139	554	-11
VAX1	202295	640	-14
VAX2	504483	623	25
VBP1	371405	NaN	-13
VCAM1	277299	899	-6
VCAN	253331	529	-0
VCL	843223	125	52
VCP	782447	350	42
VCPIP1	372262	213	38
VCX	43100	NaN	-9
VCX2	30870	NaN	-19
VCX3A	41698	NaN	2
VCX3B	28829	NaN	-28
VDAC1	615558	269	56
VDAC2	208687	275	38
VDAC3	535273	459	37
VDR	387225	207	44
VEGFA	1564130	278	41
VEGFB	1613996	257	65
VEGFC	145765	585	-14
VENTX	339279	452	-12
VEPH1	202651	739	5
VEZF1	854628	182	27
VEZT	371223	395	30
VGF	1022626	258	39
VGLL1	358658	NaN	43
VGLL2	181822	589	-25
VGLL3	55913	332	-18
VGLL4	186722	488	35
VHL	825905	170	39
VHLL	2266205	211	33
VIL1	739473	144	37
VILL	318742	457	24
VIM	546890	465	11
VIP	188249	600	-9
VIPAR	527850	359	49
VIPR1	355160	527	21
VIPR2	179290	348	-24
VIT	577288	323	-8
VKORC1	1296884	351	35
VKORC1L1	404213	365	30
VLDLR	192846	541	-1
VMA21	247003	NaN	-16
VMAC	1166723	392	36
VMO1	1272092	222	28
VN1R1	451095	869	-24
VN1R2	427680	921	-46
VN1R4	427680	921	-46
VN1R5	352232	742	-15
VNN1	127166	569	2
VNN2	127166	569	2
VOPP1	947740	541	23
VPRBP	549963	415	40
VPREB1	433352	612	35
VPREB3	610486	266	30
VPS11	1390854	195	58
VPS13A	186200	696	-2
VPS13B	209453	862	27
VPS13C	115338	586	14
VPS13D	490718	340	28
VPS16	766497	396	44
VPS18	1036414	172	51
VPS24	617233	424	18
VPS25	1633092	190	33
VPS26A	749325	145	48
VPS26B	270368	601	18
VPS28	2043455	200	36
VPS29	922262	206	43
VPS33A	885125	222	47
VPS33B	753718	413	31
VPS35	432970	253	-24
VPS36	365031	318	37
VPS37A	251352	387	6
VPS37B	977561	184	37
VPS37C	914160	531	42
VPS37D	1197825	214	52
VPS39	625465	394	35
VPS41	139398	862	3
VPS45	1181361	309	32
VPS4A	1202748	125	20
VPS4B	206996	278	92
VPS52	1456953	262	30
VPS53	486092	514	7
VPS54	352987	407	20
VPS72	1562281	184	33
VPS8	1340797	626	37
VRK1	313555	715	13
VRK2	198322	479	8
VRK3	1661159	187	40
VSIG1	193027	NaN	32
VSIG10	637549	608	17
VSIG2	168652	622	14
VSIG4	317695	NaN	42
VSIG8	803074	403	7
VSNL1	135361	1255	-2
VSTM1	798576	338	-46
VSTM2A	255140	678	-34
VSTM2L	604196	440	54
VSX1	598947	563	-8
VSX2	652027	358	47
VTA1	169555	426	-15
VTCN1	322193	566	12
VTI1A	232217	459	7
VTI1B	479937	260	39
VTN	1405196	214	10
VWA1	1736268	273	28
VWA2	290609	437	21
VWA3A	577505	269	45
VWA3B	361135	716	28
VWA5A	177269	744	-11
VWC2	53908	941	-13
VWC2L	52906	1018	-1
VWCE	1124603	480	43
VWF	1716132	481	15
WAC	204806	355	17
WAPAL	209036	398	4
WARS	410981	215	34
WARS2	163335	948	-5
WAS	824559	NaN	27
WASF1	127917	636	16
WASF2	795528	156	26
WASF3	149391	643	10
WASH1	332463	398	NaN
WASL	86898	536	-13
WBP1	1069803	343	45
WBP11	340728	578	-4
WBP2	1727802	178	35
WBP2NL	1328069	323	66
WBP4	305794	417	76
WBP5	448080	NaN	32
WBSCR16	733800	220	50
WBSCR17	38269	1094	-34
WBSCR22	1139944	214	53
WBSCR27	1099366	208	37
WBSCR28	1099366	208	37
WDFY1	307044	251	22
WDFY2	246186	384	46
WDFY3	92480	950	-1
WDHD1	752481	255	35
WDR1	223391	873	42
WDR11	242834	597	-7
WDR12	596746	392	31
WDR13	817501	NaN	29
WDR16	79661	336	-24
WDR17	133039	616	-8
WDR18	2292363	206	44
WDR19	604829	230	49
WDR20	1492356	237	43
WDR24	1207790	194	33
WDR25	410676	215	23
WDR26	519341	256	18
WDR27	197890	593	-17
WDR3	204177	596	-5
WDR31	408268	248	31
WDR33	605495	187	43
WDR34	1891397	197	41
WDR35	482678	390	24
WDR36	205349	738	6
WDR37	334592	460	42
WDR38	1125524	207	41
WDR4	439191	276	57
WDR41	269224	518	36
WDR43	478715	398	26
WDR44	131060	NaN	25
WDR45	833689	NaN	41
WDR45L	1250099	217	26
WDR46	1456953	262	30
WDR47	942575	216	19
WDR48	226944	500	25
WDR49	145736	911	-20
WDR5	307164	368	38
WDR52	440896	672	24
WDR53	1180405	156	30
WDR54	1069803	343	45
WDR55	774470	356	31
WDR59	724091	165	28
WDR5B	416095	478	34
WDR6	1799657	241	41
WDR60	338838	241	3
WDR61	447425	371	54
WDR62	980636	320	19
WDR63	443738	623	11
WDR64	172691	227	-16
WDR65	1068006	294	30
WDR66	814234	162	38
WDR67	482518	203	27
WDR69	161693	425	4
WDR7	101104	885	38
WDR70	302307	592	15
WDR72	15464	1008	-29
WDR73	341520	263	32
WDR74	2342595	181	71
WDR75	413405	503	12
WDR76	792287	375	34
WDR77	397926	461	18
WDR78	334231	692	-14
WDR8	250027	288	16
WDR81	1447501	189	32
WDR82	1114111	181	50
WDR83	1975767	409	1
WDR85	1315685	404	41
WDR86	608657	190	39
WDR88	406033	270	-8
WDR89	320174	221	27
WDR90	1161748	194	36
WDR91	464513	594	20
WDR92	190719	594	5
WDR93	880974	190	35
WDSUB1	386986	265	29
WDTC1	854040	162	27
WDYHV1	544059	225	35
WEE1	553054	158	28
WEE2	200522	844	14
WFDC1	585154	396	8
WFDC10A	NaN	NaN	NaN
WFDC10B	777303	359	16
WFDC11	736165	438	18
WFDC12	865186	324	46
WFDC13	777303	359	16
WFDC2	1053862	382	36
WFDC3	742720	180	48
WFDC5	865186	324	46
WFDC6	1069725	438	36
WFDC8	902945	438	27
WFDC9	736165	438	18
WFIKKN1	1115707	213	39
WFIKKN2	1152451	161	15
WFS1	418118	599	48
WHAMM	476426	631	23
WHSC1	815091	239	43
WHSC1L1	802555	253	46
WHSC2	747944	321	38
WIBG	1994705	229	35
WIF1	344729	671	-9
WIPF1	463489	400	39
WIPF2	1491292	165	30
WIPF3	400552	579	17
WIPI1	699214	233	-15
WIPI2	1750164	417	34
WISP1	235882	481	12
WISP2	890596	168	46
WISP3	159324	296	16
WIZ	524410	481	33
WLS	331085	524	-20
WNK1	467405	289	45
WNK2	479663	408	49
WNK3	352631	NaN	25
WNK4	1633092	190	33
WNT1	1737773	214	55
WNT10A	1087669	386	42
WNT10B	1737773	214	55
WNT11	265144	359	38
WNT16	97501	535	-14
WNT2	331093	392	5
WNT2B	561338	355	21
WNT3	522194	254	23
WNT3A	688142	391	0
WNT4	434362	307	28
WNT5A	28683	425	20
WNT5B	270921	254	34
WNT6	1087669	386	42
WNT7A	422569	498	34
WNT7B	498719	270	28
WNT8A	1044706	377	41
WNT8B	1153157	264	50
WNT9A	673663	406	-4
WNT9B	526881	366	16
WRAP53	2068255	213	31
WRB	383982	346	44
WRN	283981	708	2
WRNIP1	473112	285	31
WSB1	147758	292	-21
WSB2	639801	584	-3
WSCD1	283312	593	-11
WSCD2	451405	644	29
WT1	356326	749	9
WTAP	643775	604	19
WTIP	707545	355	5
WWC1	413858	343	23
WWC2	244213	295	-3
WWC3	169744	NaN	34
WWOX	51599	1260	-34
WWP1	193108	1112	-6
WWP2	1410481	NaN	42
WWTR1	558006	263	18
XAB2	611341	384	33
XAF1	936146	438	5
XAGE3	476232	NaN	26
XAGE5	476232	NaN	26
XBP1	571394	219	-10
XCL1	389559	440	15
XCL2	389559	440	15
XCR1	225584	551	54
XDH	99156	725	18
XG	202643	NaN	23
XIAP	337935	NaN	14
XIRP1	163147	452	44
XIRP2	7405	1014	-18
XK	115395	NaN	11
XKR3	106864	720	-97
XKR4	93897	925	-13
XKR5	131291	564	40
XKR6	125681	704	26
XKR7	1006109	386	37
XKR8	891090	272	20
XKR9	241667	562	22
XKRX	363715	NaN	37
XPA	484322	358	36
XPC	308100	258	33
XPNPEP1	248752	644	-31
XPNPEP2	358809	NaN	48
XPNPEP3	969480	269	43
XPO1	842390	442	42
XPO4	413321	385	42
XPO5	1249985	194	51
XPO6	879658	233	39
XPO7	489191	222	26
XPOT	466767	402	-15
XPR1	378102	589	11
XRCC1	416043	209	-10
XRCC2	256955	444	6
XRCC3	765678	266	43
XRCC4	230543	717	8
XRCC5	597243	384	33
XRCC6	1475100	183	50
XRCC6BP1	844463	298	22
XRN1	502945	403	29
XRN2	288961	638	-12
XRRA1	743843	365	29
XYLB	301536	437	24
XYLT1	30248	996	-2
XYLT2	1335838	196	24
YAF2	173442	585	2
YAP1	456821	327	-14
YARS	1339617	195	26
YARS2	302215	238	-4
YBX1	650376	461	21
YBX2	1782958	316	21
YDJC	521773	194	37
YEATS2	1447754	410	26
YEATS4	675242	361	13
YES1	398625	360	44
YIF1A	2133752	236	53
YIF1B	1438746	253	-1
YIPF1	505734	319	24
YIPF2	2009333	193	41
YIPF3	1278255	230	56
YIPF4	396035	325	23
YIPF5	39627	428	1
YIPF6	201571	NaN	12
YIPF7	62950	1034	-6
YJEFN3	868278	284	7
YKT6	1492561	412	68
YLPM1	878419	232	43
YME1L1	389022	551	30
YOD1	434877	155	24
YPEL1	447011	252	56
YPEL2	1000345	452	16
YPEL3	2261614	201	56
YPEL4	923511	354	15
YPEL5	141747	692	18
YRDC	445096	375	33
YSK4	297611	434	28
YTHDC1	126481	485	-0
YTHDC2	171693	686	10
YTHDF1	1005137	285	50
YTHDF2	818065	208	30
YTHDF3	137401	619	7
YWHAB	952219	282	32
YWHAE	1417492	215	22
YWHAG	850568	195	53
YWHAH	531528	344	-1
YWHAQ	700762	154	40
YWHAZ	1074893	213	50
YY1	412002	237	37
YY1AP1	2262876	167	29
YY2	93077	NaN	16
ZACN	1611239	218	22
ZADH2	73586	993	4
ZAK	219235	429	16
ZAN	1483965	336	46
ZAP70	358719	582	36
ZAR1	310162	396	52
ZBBX	69051	928	-23
ZBED1	NaN	NaN	NaN
ZBED2	188186	406	-14
ZBED4	700457	276	-4
ZBP1	181790	562	-4
ZBTB1	666489	188	45
ZBTB10	239826	369	30
ZBTB11	548328	445	16
ZBTB12	2485614	188	36
ZBTB16	162787	529	-6
ZBTB17	856018	170	31
ZBTB2	337954	409	23
ZBTB20	86308	644	10
ZBTB22	1456953	262	30
ZBTB24	337228	559	33
ZBTB25	670466	221	54
ZBTB26	407115	430	26
ZBTB3	2405109	248	44
ZBTB32	1151198	321	30
ZBTB33	588956	NaN	28
ZBTB34	367308	322	48
ZBTB37	443726	385	13
ZBTB38	405071	178	40
ZBTB39	2065204	199	34
ZBTB4	1906324	206	33
ZBTB40	440712	555	28
ZBTB41	222912	614	-19
ZBTB43	247985	252	46
ZBTB44	658636	276	18
ZBTB45	2673870	276	11
ZBTB46	1125169	202	40
ZBTB47	359739	329	38
ZBTB48	628180	259	38
ZBTB49	146158	506	40
ZBTB5	534559	337	36
ZBTB6	407115	430	26
ZBTB7A	2296242	207	29
ZBTB7B	1612870	224	35
ZBTB7C	110354	212	61
ZBTB8A	1429703	230	21
ZBTB8OS	1441027	144	28
ZBTB9	1397665	236	31
ZC3H10	2878044	171	40
ZC3H11A	521302	280	32
ZC3H12A	446254	357	25
ZC3H12B	321325	NaN	10
ZC3H12C	137968	266	8
ZC3H12D	434842	139	40
ZC3H13	576966	679	49
ZC3H14	169650	686	-1
ZC3H15	269890	299	10
ZC3H18	626708	184	39
ZC3H3	2168942	235	34
ZC3H4	1263858	179	37
ZC3H6	593451	449	24
ZC3H7A	585294	214	41
ZC3H7B	1354493	173	58
ZC3H8	591586	348	29
ZC3HAV1	553735	243	29
ZC3HAV1L	553735	243	29
ZC3HC1	473377	146	38
ZC4H2	98165	NaN	-21
ZCCHC10	654533	223	38
ZCCHC11	663395	394	20
ZCCHC12	234959	NaN	44
ZCCHC13	404685	NaN	26
ZCCHC14	587162	363	21
ZCCHC16	65327	NaN	3
ZCCHC17	675993	215	30
ZCCHC2	164923	286	44
ZCCHC24	334525	284	46
ZCCHC3	1010597	348	24
ZCCHC4	233874	611	49
ZCCHC5	263052	NaN	20
ZCCHC6	292716	429	7
ZCCHC7	517331	433	32
ZCCHC8	866834	187	42
ZCCHC9	148763	777	23
ZCRB1	174511	545	18
ZCWPW1	1454967	172	57
ZCWPW2	67695	922	-13
ZDBF2	328087	597	18
ZDHHC1	1115833	153	42
ZDHHC11	843639	408	28
ZDHHC12	1865107	197	38
ZDHHC13	194027	625	11
ZDHHC14	272499	402	35
ZDHHC15	101818	NaN	-11
ZDHHC16	556333	188	42
ZDHHC17	181943	605	-12
ZDHHC18	1022828	188	30
ZDHHC19	1042183	210	51
ZDHHC2	223323	568	3
ZDHHC20	383737	430	34
ZDHHC21	203594	844	-18
ZDHHC22	531874	235	59
ZDHHC23	441946	487	29
ZDHHC24	1343990	194	62
ZDHHC3	472994	290	36
ZDHHC4	946573	387	40
ZDHHC5	923511	354	15
ZDHHC6	197289	325	3
ZDHHC7	481076	273	28
ZDHHC8	503106	277	64
ZDHHC9	370406	NaN	69
ZEB1	323935	635	16
ZEB2	56402	621	16
ZER1	1816626	165	36
ZFAND1	158801	681	12
ZFAND2A	774288	346	36
ZFAND2B	773232	177	36
ZFAND3	303392	630	32
ZFAND5	314501	333	18
ZFAND6	188862	557	38
ZFAT	35738	963	15
ZFC3H1	259684	393	-11
ZFHX3	122465	495	-11
ZFHX4	72333	731	8
ZFP1	647304	162	19
ZFP106	570116	284	37
ZFP112	705123	671	-38
ZFP14	784358	758	-67
ZFP161	52395	1017	-6
ZFP2	95669	845	10
ZFP28	135553	817	-69
ZFP3	1399774	343	26
ZFP30	484296	888	-51
ZFP36	1579611	230	36
ZFP36L1	543449	259	46
ZFP36L2	227876	208	47
ZFP37	492947	575	-4
ZFP41	1657385	389	19
ZFP42	19937	551	-33
ZFP57	484408	755	34
ZFP64	145657	427	-8
ZFP82	714733	758	-61
ZFP90	765949	421	34
ZFP91	284768	644	2
ZFPL1	3267059	207	46
ZFPM1	626557	184	37
ZFPM2	46151	998	-25
ZFR	386475	357	27
ZFR2	2201226	204	37
ZFX	615356	NaN	50
ZFY	0	0	0
ZFYVE1	370279	341	43
ZFYVE16	318922	590	33
ZFYVE19	1023960	172	48
ZFYVE20	564079	395	44
ZFYVE21	765678	266	43
ZFYVE26	484591	344	49
ZFYVE27	535311	138	44
ZFYVE28	845507	271	40
ZFYVE9	791018	448	19
ZG16B	1717244	210	42
ZGLP1	1802015	191	21
ZGPAT	1126597	202	36
ZHX1	545561	171	22
ZHX2	426706	533	13
ZHX3	383198	262	7
ZIC1	20725	1070	-30
ZIC2	323784	500	35
ZIC3	12849	NaN	-2
ZIC4	20725	1070	-30
ZIC5	323784	500	35
ZIK1	495857	828	-34
ZIM2	221899	902	-70
ZIM3	311003	924	-64
ZKSCAN1	1503181	254	41
ZKSCAN2	189953	551	12
ZKSCAN3	273677	592	31
ZKSCAN4	273319	502	35
ZKSCAN5	1460222	332	56
ZMAT1	262044	NaN	16
ZMAT2	774470	356	31
ZMAT3	371562	807	-9
ZMAT4	42867	678	-14
ZMAT5	848649	195	37
ZMIZ1	319778	442	39
ZMIZ2	1289776	164	55
ZMPSTE24	627703	373	18
ZMYM1	767910	390	22
ZMYM2	329235	391	43
ZMYM3	728738	NaN	25
ZMYM4	916800	406	19
ZMYM5	314256	363	44
ZMYM6	719158	490	30
ZMYND10	843769	206	51
ZMYND11	223637	625	3
ZMYND12	571804	519	24
ZMYND15	1272092	222	28
ZMYND17	847821	249	45
ZMYND19	1315685	404	41
ZMYND8	303060	186	44
ZNF10	334913	834	6
ZNF100	144970	1235	-65
ZNF101	768855	418	-10
ZNF107	200262	1062	-11
ZNF114	1052191	391	32
ZNF117	216422	994	-9
ZNF12	721477	506	39
ZNF121	706527	642	-58
ZNF124	374414	704	-12
ZNF131	506232	537	21
ZNF132	2179183	270	-4
ZNF133	575071	471	-1
ZNF134	532349	849	-37
ZNF135	1187584	694	-42
ZNF136	1114898	721	-14
ZNF138	213856	1035	-19
ZNF14	635741	545	-30
ZNF140	558706	834	17
ZNF141	427337	756	5
ZNF142	1033606	269	43
ZNF143	566722	135	27
ZNF146	923127	419	-26
ZNF148	377619	174	43
ZNF154	680410	849	-50
ZNF155	498673	419	-36
ZNF157	792781	NaN	29
ZNF16	1539444	440	23
ZNF160	395233	946	-48
ZNF165	213170	562	23
ZNF167	419284	467	45
ZNF169	219475	445	31
ZNF17	451095	869	-24
ZNF174	1361831	303	29
ZNF175	328446	627	-26
ZNF177	401242	705	-65
ZNF18	42879	557	-52
ZNF180	743733	511	-55
ZNF181	932476	607	-52
ZNF182	550680	NaN	20
ZNF184	162358	606	37
ZNF185	235275	NaN	23
ZNF187	273319	502	35
ZNF189	112947	898	-22
ZNF19	443039	600	18
ZNF192	202009	514	34
ZNF193	237664	486	34
ZNF195	560134	470	28
ZNF197	435137	541	40
ZNF2	223452	616	24
ZNF20	1025728	728	-15
ZNF200	1493009	253	42
ZNF202	386097	609	-0
ZNF205	1626425	234	44
ZNF207	679038	286	30
ZNF208	87537	1261	-66
ZNF211	532349	849	-37
ZNF212	667346	385	37
ZNF213	1626425	234	44
ZNF214	418263	881	-4
ZNF215	403341	827	6
ZNF217	142853	451	-30
ZNF219	937278	320	20
ZNF22	79469	905	15
ZNF221	464210	419	-38
ZNF222	533136	558	-35
ZNF223	533136	558	-35
ZNF224	544061	558	-31
ZNF225	554986	634	-28
ZNF226	554986	634	-28
ZNF227	618477	671	-31
ZNF229	725569	528	-49
ZNF23	383757	648	-2
ZNF230	533136	558	-35
ZNF232	1391000	384	20
ZNF233	618477	671	-31
ZNF234	554986	634	-28
ZNF235	661800	671	-34
ZNF236	124234	597	17
ZNF238	220918	795	-11
ZNF239	310244	585	-36
ZNF24	306655	499	43
ZNF248	142662	979	-22
ZNF25	140131	959	-27
ZNF250	1539444	440	23
ZNF251	1841573	401	17
ZNF253	550586	609	-52
ZNF254	384073	1381	-62
ZNF256	1252385	750	-19
ZNF257	75568	1305	-69
ZNF259	419339	326	36
ZNF260	644122	889	-48
ZNF263	1397628	303	32
ZNF264	407201	924	-63
ZNF266	408298	705	-45
ZNF267	263122	850	-18
ZNF268	334913	834	6
ZNF273	217076	1017	-15
ZNF274	1390072	581	-58
ZNF275	840610	NaN	19
ZNF276	1162469	219	39
ZNF277	169396	550	-8
ZNF28	557083	1008	-39
ZNF280A	201933	683	23
ZNF280B	201933	683	23
ZNF280C	320988	NaN	38
ZNF280D	229613	626	9
ZNF281	264057	431	9
ZNF282	639444	254	30
ZNF283	464802	286	11
ZNF284	533136	558	-35
ZNF285	715346	528	-44
ZNF286A	730837	431	-16
ZNF287	993246	383	-15
ZNF292	222401	547	19
ZNF295	241619	430	84
ZNF296	1135715	208	25
ZNF3	1503181	254	41
ZNF30	903994	549	-57
ZNF300	944830	396	32
ZNF302	910826	607	-54
ZNF304	432083	869	-17
ZNF311	143617	569	25
ZNF317	311030	471	-63
ZNF318	1262275	273	43
ZNF319	856192	158	9
ZNF32	310272	630	-6
ZNF320	557083	1008	-39
ZNF321	425659	984	-56
ZNF322A	397964	619	14
ZNF322B	308580	548	17
ZNF323	273498	502	33
ZNF324	2179183	270	-4
ZNF324B	2179183	270	-4
ZNF326	176748	215	12
ZNF329	1308496	619	-64
ZNF330	71072	671	-4
ZNF331	605686	808	-54
ZNF333	1032767	448	29
ZNF334	416360	642	19
ZNF335	677949	209	55
ZNF337	482230	636	-21
ZNF33A	139504	916	-19
ZNF33B	204176	890	-35
ZNF34	1647917	356	18
ZNF341	718430	161	58
ZNF343	652241	477	33
ZNF345	352375	976	-36
ZNF346	1195948	218	40
ZNF347	392290	946	-49
ZNF35	434068	541	34
ZNF350	452542	838	-61
ZNF354A	395801	765	5
ZNF354B	204252	845	6
ZNF354C	718142	781	-4
ZNF358	609287	308	36
ZNF362	726025	413	29
ZNF365	157974	731	-3
ZNF366	447936	344	28
ZNF367	355218	400	23
ZNF37A	138629	916	-18
ZNF382	635596	889	-38
ZNF383	228048	984	-52
ZNF384	2816983	210	61
ZNF385A	664708	190	45
ZNF385B	65074	927	-3
ZNF385D	10169	1033	-21
ZNF391	143920	645	19
ZNF394	1327454	288	60
ZNF395	289053	229	44
ZNF396	306655	499	43
ZNF397	260556	599	7
ZNF397OS	260556	599	7
ZNF398	611542	254	24
ZNF404	464802	286	11
ZNF407	190381	1127	23
ZNF408	965022	176	48
ZNF41	791516	NaN	27
ZNF410	502038	155	50
ZNF414	726124	214	1
ZNF415	392290	946	-49
ZNF416	459366	828	-31
ZNF417	1252385	750	-19
ZNF418	1252385	750	-19
ZNF419	455231	801	-28
ZNF420	262327	1018	-64
ZNF423	105426	876	-16
ZNF425	605000	242	27
ZNF426	706527	642	-58
ZNF428	441738	209	6
ZNF429	164342	1162	-59
ZNF43	123927	1235	-66
ZNF430	156264	1079	-42
ZNF431	173248	1093	-42
ZNF432	436768	901	-53
ZNF433	975609	728	-8
ZNF434	1361831	303	29
ZNF436	1032187	163	25
ZNF438	89942	603	20
ZNF439	739660	633	-2
ZNF44	1474345	671	-10
ZNF440	739660	633	-2
ZNF441	904926	521	-1
ZNF442	1744621	671	-8
ZNF443	1754294	593	-0
ZNF444	500375	480	-61
ZNF445	366436	418	42
ZNF446	2179183	270	-4
ZNF449	255033	NaN	36
ZNF45	464210	419	-38
ZNF451	372718	348	26
ZNF454	95669	845	10
ZNF460	419642	859	-40
ZNF461	627070	922	-29
ZNF462	259213	625	-7
ZNF467	471461	615	29
ZNF468	557083	1008	-39
ZNF470	135553	817	-69
ZNF471	135553	817	-69
ZNF473	1643218	222	35
ZNF474	69953	707	2
ZNF479	13773	995	-29
ZNF48	2338593	142	59
ZNF480	526380	960	-32
ZNF483	437885	309	22
ZNF484	599194	463	39
ZNF485	310272	630	-6
ZNF486	375734	904	-57
ZNF488	117080	445	21
ZNF490	2001150	409	-6
ZNF491	739660	633	-2
ZNF492	51041	1399	-76
ZNF493	166321	1140	-56
ZNF496	352232	742	-15
ZNF497	1621097	406	-25
ZNF498	1395063	430	34
ZNF500	706891	195	33
ZNF501	433000	541	28
ZNF502	433000	541	28
ZNF503	173705	547	13
ZNF506	575637	609	-50
ZNF507	298401	596	-66
ZNF510	327128	491	14
ZNF511	386585	472	13
ZNF512	1192074	306	43
ZNF512B	1154675	189	42
ZNF513	1244404	179	39
ZNF514	223452	616	24
ZNF516	113406	813	18
ZNF517	1454261	384	20
ZNF518A	686240	857	37
ZNF518B	218121	1074	15
ZNF519	134820	933	-24
ZNF521	24828	599	-1
ZNF524	1077402	254	-10
ZNF526	790787	299	37
ZNF527	228816	939	-63
ZNF528	548808	989	-53
ZNF529	644122	889	-48
ZNF530	532349	849	-37
ZNF532	352047	299	51
ZNF534	548808	989	-53
ZNF536	106911	926	-73
ZNF540	382032	888	-56
ZNF543	432083	869	-17
ZNF544	1471648	581	-53
ZNF546	1181917	521	22
ZNF547	432083	869	-17
ZNF548	451095	869	-24
ZNF549	459366	828	-31
ZNF550	459366	828	-31
ZNF551	606379	849	-44
ZNF552	884988	781	-38
ZNF554	1287128	291	27
ZNF555	1287128	291	27
ZNF556	1287128	291	27
ZNF557	748801	470	21
